F24, F25,F24_rec,F25_rec,probability,reconstruction_log_probability,percentile
2.768427141406174E-4,0.0,0.16825668373035085,121.45686456810925,0.12986172635829146,-2.013916015625,25p-50p
4.054720510882474E-4,0.0,0.16825675821553038,121.45686456810925,0.12963680068318506,-2.034557342529297,0p-25p
4.054720510882474E-4,0.0,0.16825675821553038,121.45686456810925,0.13289763898157703,-2.0144495964050293,25p-50p
4.054720510882474E-4,0.0,0.16825675821553038,121.45686456810925,0.13274158568303754,-2.014183521270752,25p-50p
4.054720510882474E-4,0.0,0.16825675821553038,121.45686456810925,0.1311564437874771,-2.0197067260742188,25p-50p
4.054720510882474E-4,0.0,0.16825675821553038,121.45686456810925,0.13303471671893308,-2.0285582542419434,0p-25p
4.054720510882474E-4,0.0,0.16825675821553038,121.45686456810925,0.1313236578799171,-2.036921501159668,0p-25p
4.054720510882474E-4,0.0,0.16825675821553038,121.45686456810925,0.13207211915479983,-2.0317444801330566,0p-25p
4.054720510882474E-4,0.0,0.16825675821553038,121.45686456810925,0.13071630635018128,-2.0199358463287354,0p-25p
0.003821080674492086,0.0,0.16825872462427127,121.45655533488224,0.1312430593735032,-2.0151093006134033,25p-50p
0.003821080674492086,0.0,0.16825872462427127,121.45655533488224,0.13113236799510422,-2.0220065116882324,0p-25p
0.003821080674492086,0.0,0.16825872462427127,121.45655533488224,0.13200487695543842,-2.0020875930786133,25p-50p
0.003821080674492086,0.0,0.16825872462427127,121.45655533488224,0.13350576728674604,-2.0177319049835205,25p-50p
0.003821080674492086,0.0,0.16825872462427127,121.45655533488224,0.1313401906004608,-2.022765636444092,0p-25p
0.003821080674492086,0.0,0.16825872462427127,121.45655533488224,0.13066056370331586,-2.0260009765625,0p-25p
0.003821080674492086,0.0,0.16825872462427127,121.45655533488224,0.13022606447385598,-2.004528045654297,25p-50p
0.003821080674492086,0.0,0.16825872462427127,121.45655533488224,0.1324161052966957,-2.021120309829712,0p-25p
0.003501010299838204,0.0,0.1682585458598403,121.45658478566577,0.13323332402326224,-2.034647226333618,0p-25p
0.003501010299838204,0.0,0.1682585458598403,121.45658478566577,0.13303265506827952,-2.017120361328125,25p-50p
0.003501010299838204,0.0,0.1682585458598403,121.45658478566577,0.13203424398496483,-2.028952121734619,0p-25p
0.003501010299838204,0.0,0.1682585458598403,121.45658478566577,0.13090883074514292,-2.0344862937927246,0p-25p
0.003501010299838204,0.0,0.1682585458598403,121.45658478566577,0.13207278041384196,-2.013805627822876,25p-50p
0.003501010299838204,0.0,0.1682585458598403,121.45658478566577,0.13059036617092848,-2.0314412117004395,0p-25p
0.003501010299838204,0.0,0.1682585458598403,121.45658478566577,0.1314581718634484,-2.0205135345458984,0p-25p
0.003501010299838204,0.0,0.1682585458598403,121.45658478566577,0.13266233096146365,-2.0246548652648926,0p-25p
0.023382724735323154,247.05107828354383,0.16832208171802177,121.43998926914946,0.12939045244490752,-2.0336925983428955,0p-25p
0.023382724735323154,247.05107828354383,0.16832208171802177,121.43998926914946,0.13276086075103383,-2.017787218093872,25p-50p
0.023382724735323154,247.05107828354383,0.16832208171802177,121.43998926914946,0.1321721958479324,-2.0213778018951416,0p-25p
0.023382724735323154,247.05107828354383,0.16832208171802177,121.43998926914946,0.13201878849594925,-2.028212308883667,0p-25p
0.023382724735323154,247.05107828354383,0.16832208171802177,121.43998926914946,0.13440214285406663,-2.0103588104248047,25p-50p
0.023382724735323154,247.05107828354383,0.16832208171802177,121.43998926914946,0.1307144987813096,-2.0243473052978516,0p-25p
0.023382724735323154,247.05107828354383,0.16832208171802177,121.43998926914946,0.13350057905593965,-2.012507438659668,25p-50p
0.023382724735323154,247.05107828354383,0.16832208171802177,121.43998926914946,0.13081953505343205,-2.027946710586548,0p-25p
0.008932069151656303,236.11379627038468,0.16830919578195447,121.44319940455368,0.13496199222749078,-2.0021183490753174,25p-50p
0.008932069151656303,236.11379627038468,0.16830919578195447,121.44319940455368,0.1341737034989774,-1.9946823120117188,25p-50p
0.008932069151656303,236.11379627038468,0.16830919578195447,121.44319940455368,0.13420649674714005,-2.0181431770324707,25p-50p
