F24,F24_rec,probability,reconstruction_log_probability,percentile
2.768427141406174E-4,0.15942070053827856,0.3809218566589443,-0.9540777206420898,75p-100p
4.054720510882474E-4,0.1594206558471708,0.38402629821190454,-0.9636192917823792,0p-25p
4.054720510882474E-4,0.1594206558471708,0.3833830175636379,-0.9602963924407959,25p-50p
4.054720510882474E-4,0.1594206558471708,0.38525724043804077,-0.9593445062637329,50p-75p
4.054720510882474E-4,0.1594206558471708,0.38195711998503495,-0.9644010066986084,0p-25p
4.054720510882474E-4,0.1594206558471708,0.3828483934971458,-0.9622914791107178,25p-50p
4.054720510882474E-4,0.1594206558471708,0.38079879429827274,-0.9662477374076843,0p-25p
4.054720510882474E-4,0.1594206558471708,0.3820357405183227,-0.9590743780136108,50p-75p
4.054720510882474E-4,0.1594206558471708,0.38149824272253474,-0.970310389995575,0p-25p
0.003821080674492086,0.15941974712797996,0.38070157114909675,-0.9607208371162415,25p-50p
0.003821080674492086,0.15941974712797996,0.37959354568210457,-0.9685347676277161,0p-25p
0.003821080674492086,0.15941974712797996,0.3806937199427134,-0.9598709940910339,25p-50p
0.003821080674492086,0.15941974712797996,0.38185618702382246,-0.9573029279708862,50p-75p
0.003821080674492086,0.15941974712797996,0.3795219878495819,-0.9579870700836182,50p-75p
0.003821080674492086,0.15941974712797996,0.38190583068813133,-0.9625229239463806,25p-50p
0.003821080674492086,0.15941974712797996,0.38186126262728576,-0.966625988483429,0p-25p
0.003821080674492086,0.15941974712797996,0.38246704080423055,-0.9518812894821167,75p-100p
0.003501010299838204,0.15941988120130318,0.3830224548846012,-0.9676393866539001,0p-25p
0.003501010299838204,0.15941988120130318,0.37972124306981575,-0.9670303463935852,0p-25p
0.003501010299838204,0.15941988120130318,0.38034568398611696,-0.9706639647483826,0p-25p
0.003501010299838204,0.15941988120130318,0.3833295261481993,-0.9563206434249878,50p-75p
0.003501010299838204,0.15941988120130318,0.38272308907998953,-0.9618640542030334,25p-50p
0.003501010299838204,0.15941988120130318,0.38502246816307184,-0.973515510559082,0p-25p
0.003501010299838204,0.15941988120130318,0.3826157961270816,-0.9627172946929932,25p-50p
0.003501010299838204,0.15941988120130318,0.38434320016050705,-0.9687253832817078,0p-25p
