F24,F24_rec,probability,reconstruction_log_probability,percentile
0.005894736285013875,0.11880318315989587,0.3798712852225794,-0.9592325687408447,50p-75p
0.005894736285013875,0.11880318315989587,0.38264797629279707,-0.9633986949920654,25p-50p
0.005894736285013875,0.11880318315989587,0.38190200646256733,-0.9698289036750793,0p-25p
0.005894736285013875,0.11880318315989587,0.3819700059952426,-0.9522123336791992,75p-100p
0.005894736285013875,0.11880318315989587,0.38300880283732264,-0.9592939615249634,50p-75p
0.005894736285013875,0.11880318315989587,0.3853045703374118,-0.961403489112854,25p-50p
0.005894736285013875,0.11880318315989587,0.38109236178496153,-0.9599871039390564,50p-75p
0.005894736285013875,0.11880318315989587,0.3840662657969779,-0.9607546925544739,25p-50p
0.0064184306052430685,0.11880323968686941,0.38255329086808065,-0.9617633819580078,25p-50p
0.0064184306052430685,0.11880323968686941,0.3815433824413112,-0.9624793529510498,25p-50p
0.0064184306052430685,0.11880323968686941,0.3836951348254232,-0.9493303894996643,75p-100p
0.0064184306052430685,0.11880323968686941,0.38665945719193523,-0.9654977917671204,0p-25p
0.0064184306052430685,0.11880323968686941,0.38278865659583045,-0.959479808807373,50p-75p
0.0064184306052430685,0.11880323968686941,0.3823641270460122,-0.9663630127906799,0p-25p
0.0064184306052430685,0.11880323968686941,0.38255064585067555,-0.9609922170639038,25p-50p
0.0064184306052430685,0.11880323968686941,0.38650742496493395,-0.9552968144416809,75p-100p
0.00528738987770686,0.11880317185450116,0.3816579043754116,-0.9622264504432678,25p-50p
0.00528738987770686,0.11880317185450116,0.3803082343796946,-0.9559649229049683,75p-100p
0.00528738987770686,0.11880317185450116,0.3819251345064271,-0.9606916904449463,25p-50p
0.00528738987770686,0.11880317185450116,0.3822338777199927,-0.9623986482620239,25p-50p
0.00528738987770686,0.11880317185450116,0.3808943395419985,-0.9606051445007324,25p-50p
0.00528738987770686,0.11880317185450116,0.38568309707905035,-0.9675615429878235,0p-25p
0.00528738987770686,0.11880317185450116,0.3804616606039728,-0.9555734992027283,75p-100p
0.00528738987770686,0.11880317185450116,0.3806154663345396,-0.9631388187408447,25p-50p
0.0021277843208177723,0.11880301357897528,0.3818136502011369,-0.9629833698272705,25p-50p
0.0021277843208177723,0.11880301357897528,0.3840010516463662,-0.9666667580604553,0p-25p
0.0021277843208177723,0.11880301357897528,0.38039501790912905,-0.9610422849655151,25p-50p
0.0021277843208177723,0.11880301357897528,0.3796646191512897,-0.9657572507858276,0p-25p
0.0021277843208177723,0.11880301357897528,0.3835773037488938,-0.9588070511817932,50p-75p
0.0021277843208177723,0.11880301357897528,0.38131194157054416,-0.965627133846283,0p-25p
0.0021277843208177723,0.11880301357897528,0.3852212129859134,-0.9595001935958862,50p-75p
0.0021277843208177723,0.11880301357897528,0.3814002726634758,-0.9715061187744141,0p-25p
0.004311729457676831,0.11880316054910645,0.38373227752289696,-0.96451735496521,0p-25p
0.004311729457676831,0.11880316054910645,0.3833788814809968,-0.9601161479949951,25p-50p
0.004311729457676831,0.11880316054910645,0.38093241449631327,-0.9515039920806885,75p-100p
0.004311729457676831,0.11880316054910645,0.38653080887460967,-0.9604439735412598,25p-50p
0.004311729457676831,0.11880316054910645,0.37961207645039186,-0.9612001776695251,25p-50p
0.004311729457676831,0.11880316054910645,0.3833205012074466,-0.9590810537338257,50p-75p
0.004311729457676831,0.11880316054910645,0.38111251041157157,-0.970234215259552,0p-25p
0.004311729457676831,0.11880316054910645,0.3808003377230274,-0.9612806439399719,25p-50p
0.0215804385324208,0.11880385017818351,0.3807987489035217,-0.9570776224136353,50p-75p
0.0215804385324208,0.11880385017818351,0.3839295554216783,-0.9548212885856628,75p-100p
0.0215804385324208,0.11880385017818351,0.3816701205604257,-0.962902843952179,25p-50p
0.0215804385324208,0.11880385017818351,0.3823354802369735,-0.9561874866485596,75p-100p
0.0215804385324208,0.11880385017818351,0.38088355573554833,-0.9594821929931641,50p-75p
0.0215804385324208,0.11880385017818351,0.3840127706072762,-0.9607845544815063,25p-50p
0.0215804385324208,0.11880385017818351,0.38234249930431136,-0.9630063772201538,25p-50p
0.0215804385324208,0.11880385017818351,0.3805670111626643,-0.956839382648468,50p-75p
0.022479754162941505,0.11880387278897293,0.38367992656870886,-0.9608213305473328,25p-50p
0.022479754162941505,0.11880387278897293,0.3815834100344925,-0.9561361074447632,75p-100p
0.022479754162941505,0.11880387278897293,0.38425764591395534,-0.9543777704238892,75p-100p
0.022479754162941505,0.11880387278897293,0.38396987912027103,-0.9567605257034302,50p-75p
0.022479754162941505,0.11880387278897293,0.3873199167710332,-0.9605295658111572,25p-50p
0.022479754162941505,0.11880387278897293,0.382097045250135,-0.9556194543838501,75p-100p
0.022479754162941505,0.11880387278897293,0.38567762585390625,-0.964683473110199,0p-25p
0.022479754162941505,0.11880387278897293,0.382911905551451,-0.9569493532180786,50p-75p
0.006685900237143269,0.11880326229765881,0.38475616682801983,-0.9599738121032715,50p-75p
0.006685900237143269,0.11880326229765881,0.38758866251453467,-0.9662235975265503,0p-25p
0.006685900237143269,0.11880326229765881,0.38368168749389103,-0.9649053812026978,0p-25p
0.006685900237143269,0.11880326229765881,0.38053679785811234,-0.9646166563034058,0p-25p
0.006685900237143269,0.11880326229765881,0.38746661032101787,-0.9603555202484131,25p-50p
0.006685900237143269,0.11880326229765881,0.3821217338860891,-0.9627274870872498,25p-50p
0.006685900237143269,0.11880326229765881,0.38076445471550235,-0.9645057320594788,0p-25p
0.006685900237143269,0.11880326229765881,0.3821948753603599,-0.9598023295402527,50p-75p
0.04366632188028932,0.11880386148357823,0.3864937408503453,-0.9573793411254883,50p-75p
0.04366632188028932,0.11880386148357823,0.38357135941783144,-0.9573843479156494,50p-75p
0.04366632188028932,0.11880386148357823,0.38219610551418776,-0.9581908583641052,50p-75p
0.04366632188028932,0.11880386148357823,0.3830194413473641,-0.9621889591217041,25p-50p
0.04366632188028932,0.11880386148357823,0.38410555070682145,-0.9583845138549805,50p-75p
0.04366632188028932,0.11880386148357823,0.38613269222378027,-0.9650838375091553,0p-25p
0.04366632188028932,0.11880386148357823,0.3845702230784535,-0.9551336765289307,75p-100p
0.04366632188028932,0.11880386148357823,0.3806735253869485,-0.9617564678192139,25p-50p
0.040059029218536615,0.11880377104042059,0.3809791449546737,-0.9511371850967407,75p-100p
0.040059029218536615,0.11880377104042059,0.387624611025085,-0.9557886719703674,75p-100p
0.040059029218536615,0.11880377104042059,0.3806452094321257,-0.961030125617981,25p-50p
