F0,F1,F2,F3,F4,F5
4.4478156034283604E-4,0.0,2.411041394206339E-4,0.0,-9.316262119527337E-6,0.0
8.075743216468804E-4,0.0,3.208114001231901E-4,0.0,-6.679539360015833E-5,0.0
0.0014689058767939835,0.0,1.5466919847171911E-4,0.0,-1.239674629376482E-4,0.0
0.0015367764027332128,0.0,-4.9655358105700324E-5,0.0,-1.311457776268427E-4,0.0
8.535265121582654E-4,0.0,-1.9349979615316181E-4,0.0,-4.723231399513892E-5,0.0
8.669872134362378E-4,0.0,-1.6083299069858298E-4,0.0,2.4276365800971846E-5,0.0
8.36301490676662E-4,0.0,-2.5903555207534172E-5,0.0,5.549713250715768E-5,0.0
7.412239599810996E-4,0.0,-1.2071649573654912E-5,0.0,4.676986992635194E-5,0.0
7.868903628481637E-4,0.0,9.605195820162535E-6,0.0,1.954592356868069E-5,0.0
8.313345294822124E-4,0.0,5.526198341932835E-5,0.0,7.383491154180699E-6,0.0
8.392721850269182E-4,0.0,3.815924613937765E-5,0.0,1.2078737858900222E-6,0.0
9.91342965988364E-4,0.0,1.0568781037641022E-5,0.0,-1.0342262139540726E-5,0.0
8.976823752919761E-4,0.0,3.799116594045631E-5,0.0,-1.0834387498752956E-5,0.0
8.549733395378886E-4,0.0,3.6347128210853876E-6,0.0,-1.3410680744292949E-5,0.0
0.0010974128279544375,0.0,-1.2545657246109309E-5,0.0,-2.599426380899163E-5,0.0
9.096513037625603E-4,0.0,-3.1216211090540915E-5,0.0,-2.2430815916673539E-7,0.0
8.076151069490937E-4,0.0,-7.455469114868869E-5,0.0,9.338353251611477E-6,0.0
8.437911445878559E-4,0.0,3.35176889765414E-5,0.0,1.3825440749320335E-5,0.0
7.575694517983463E-4,0.0,1.7791589784069205E-6,0.0,9.216316555793842E-6,0.0
0.001102262576220641,0.0,-2.5593240748704144E-7,0.0,-1.835076437513225E-5,0.0
6.872751860247358E-4,0.0,-1.1586297677705257E-5,0.0,2.1904129186324497E-6,0.0
8.776586154372259E-4,0.0,-5.155340457106376E-5,0.0,2.7228311336953598E-5,0.0
8.119399438015275E-4,0.0,3.837995965335753E-5,0.0,3.682706285683373E-5,0.0
7.821631744769263E-4,0.0,1.1090249561174956E-4,0.0,1.7494714385211237E-5,0.0
9.269227047716733E-4,0.0,9.132106651505673E-5,0.0,-3.6249799446451365E-5,0.0
0.001374679713010901,0.0,9.44961392414282E-6,0.0,-7.089921528314882E-5,0.0
