F24, F25,F24_rec,F25_rec,probability,reconstruction_log_probability,percentile
0.012141336750905406,0.0,0.07135748722968098,48.1226134118764,0.14855338658734912,-1.9261271953582764,25p-50p
0.012141336750905406,0.0,0.07135748722968098,48.1226134118764,0.14928888287836475,-1.9136908054351807,50p-75p
0.012141336750905406,0.0,0.07135748722968098,48.1226134118764,0.14697265625865658,-1.907962441444397,75p-100p
0.012141336750905406,0.0,0.07135748722968098,48.1226134118764,0.14933895316982024,-1.9299699068069458,0p-25p
0.012141336750905406,0.0,0.07135748722968098,48.1226134118764,0.14950690817081114,-1.9112223386764526,50p-75p
0.012141336750905406,0.0,0.07135748722968098,48.1226134118764,0.15107263942125176,-1.9217077493667603,25p-50p
0.012141336750905406,0.0,0.07135748722968098,48.1226134118764,0.14871492679439702,-1.8975592851638794,75p-100p
0.012141336750905406,0.0,0.07135748722968098,48.1226134118764,0.14811568320698798,-1.9203399419784546,25p-50p
0.009198685893720325,0.0,0.07135422102865217,48.12039724041615,0.1476980901596992,-1.9271975755691528,25p-50p
0.009198685893720325,0.0,0.07135422102865217,48.12039724041615,0.1482661068962363,-1.905055046081543,75p-100p
0.009198685893720325,0.0,0.07135422102865217,48.12039724041615,0.14689609407583376,-1.9194557666778564,25p-50p
0.009198685893720325,0.0,0.07135422102865217,48.12039724041615,0.14667252149525845,-1.9170310497283936,50p-75p
0.009198685893720325,0.0,0.07135422102865217,48.12039724041615,0.14748662334275786,-1.929792881011963,0p-25p
0.009198685893720325,0.0,0.07135422102865217,48.12039724041615,0.14606705460456504,-1.921016812324524,25p-50p
0.009198685893720325,0.0,0.07135422102865217,48.12039724041615,0.14659968073064375,-1.9228876829147339,25p-50p
0.009198685893720325,0.0,0.07135422102865217,48.12039724041615,0.1471908607747117,-1.9048796892166138,75p-100p
0.015642038891349505,0.0,0.0713613167754744,48.125201399478655,0.1457620618176594,-1.9211355447769165,25p-50p
0.015642038891349505,0.0,0.0713613167754744,48.125201399478655,0.14704617316180155,-1.9158979654312134,50p-75p
0.015642038891349505,0.0,0.0713613167754744,48.125201399478655,0.14898716172115087,-1.9321820735931396,0p-25p
0.015642038891349505,0.0,0.0713613167754744,48.125201399478655,0.14688164789853395,-1.9186973571777344,25p-50p
0.015642038891349505,0.0,0.0713613167754744,48.125201399478655,0.1507234118780902,-1.9109536409378052,50p-75p
0.015642038891349505,0.0,0.0713613167754744,48.125201399478655,0.14608441594841365,-1.923297643661499,25p-50p
0.015642038891349505,0.0,0.0713613167754744,48.125201399478655,0.14783487169037193,-1.9105676412582397,50p-75p
0.015642038891349505,0.0,0.0713613167754744,48.125201399478655,0.1445056662093303,-1.9255446195602417,25p-50p
0.030645285618968468,0.0,0.07138719467646969,48.13991574719731,0.1482108660859125,-1.9090298414230347,75p-100p
0.030645285618968468,0.0,0.07138719467646969,48.13991574719731,0.14856273720388227,-1.914170742034912,50p-75p
0.030645285618968468,0.0,0.07138719467646969,48.13991574719731,0.15074055397264938,-1.933807134628296,0p-25p
0.030645285618968468,0.0,0.07138719467646969,48.13991574719731,0.14956484288290917,-1.912463665008545,50p-75p
0.030645285618968468,0.0,0.07138719467646969,48.13991574719731,0.14572502048397676,-1.9282820224761963,0p-25p
0.030645285618968468,0.0,0.07138719467646969,48.13991574719731,0.14873630854147576,-1.9164389371871948,50p-75p
0.030645285618968468,0.0,0.07138719467646969,48.13991574719731,0.14704231677300722,-1.9187260866165161,25p-50p
0.030645285618968468,0.0,0.07138719467646969,48.13991574719731,0.148340925086139,-1.8973487615585327,75p-100p
0.022303274770251125,236.11379627038468,0.07139019119117503,48.19757301864324,0.10706420250742442,-2.2428030967712402,0p-25p
0.022303274770251125,236.11379627038468,0.07139019119117503,48.19757301864324,0.10689932890821369,-2.229879140853882,0p-25p
0.022303274770251125,236.11379627038468,0.07139019119117503,48.19757301864324,0.10669947018495218,-2.228910446166992,0p-25p
